embed_dim,num_heads,ff_dim,num_layers,dropout,lr,weight_decay,batch_size,val_f1_macro,val_acc,best_epoch
256,8,2048,2,0.1,0.001,0.01,32,0.03846153846153846,0.15555555555555556,2
512,8,1024,2,0.3,0.001,0.01,64,0.03846153846153846,0.15555555555555556,1
512,8,1024,2,0.3,0.001,0.001,32,0.03846153846153846,0.15555555555555556,2
256,8,2048,4,0.1,0.001,0.001,32,0.03846153846153846,0.15555555555555556,2
256,8,2048,4,0.1,0.001,0.001,64,0.03846153846153846,0.15555555555555556,3
512,8,1024,2,0.1,0.001,0.01,32,0.03846153846153846,0.15555555555555556,2
512,8,1024,2,0.1,0.001,0.001,32,0.03846153846153846,0.15555555555555556,2
256,8,2048,4,0.1,0.001,0.01,32,0.03846153846153846,0.15555555555555556,2
256,8,2048,4,0.1,0.001,0.01,64,0.03846153846153846,0.15555555555555556,3
256,8,2048,4,0.3,0.001,0.001,64,0.03846153846153846,0.15555555555555556,2
512,4,2048,4,0.3,0.001,0.01,64,0.03846153846153846,0.15555555555555556,1
256,8,1024,4,0.3,0.001,0.001,32,0.03846153846153846,0.15555555555555556,3
256,8,2048,2,0.1,0.001,0.001,64,0.03846153846153846,0.15555555555555556,2
256,8,2048,2,0.3,0.001,0.01,64,0.03846153846153846,0.15555555555555556,2
256,8,2048,2,0.3,0.001,0.01,32,0.03846153846153846,0.15555555555555556,2
256,8,1024,4,0.1,0.001,0.01,32,0.03846153846153846,0.15555555555555556,3
512,8,1024,4,0.1,0.0003,0.01,32,0.03846153846153846,0.15555555555555556,2
512,8,1024,4,0.1,0.001,0.001,64,0.03846153846153846,0.15555555555555556,3
512,8,1024,4,0.1,0.001,0.001,32,0.03846153846153846,0.15555555555555556,3
256,8,1024,4,0.1,0.001,0.001,64,0.03846153846153846,0.15555555555555556,2
256,4,2048,4,0.3,0.001,0.01,32,0.03846153846153846,0.15555555555555556,2
256,4,2048,4,0.3,0.001,0.01,64,0.03846153846153846,0.15555555555555556,2
256,8,1024,4,0.1,0.001,0.001,32,0.03846153846153846,0.15555555555555556,3
256,4,2048,4,0.3,0.001,0.001,32,0.03846153846153846,0.15555555555555556,3
256,8,1024,4,0.3,0.001,0.001,64,0.03846153846153846,0.15555555555555556,1
512,8,1024,4,0.1,0.001,0.01,64,0.03846153846153846,0.15555555555555556,2
512,8,1024,4,0.1,0.001,0.01,32,0.03846153846153846,0.15555555555555556,3
256,8,2048,2,0.3,0.001,0.001,64,0.03846153846153846,0.15555555555555556,2
256,8,1024,4,0.3,0.001,0.01,32,0.03846153846153846,0.15555555555555556,3
256,8,1024,4,0.3,0.001,0.01,64,0.03846153846153846,0.15555555555555556,1
256,8,2048,2,0.3,0.001,0.001,32,0.03846153846153846,0.15555555555555556,2
256,4,2048,4,0.1,0.001,0.01,64,0.03846153846153846,0.15555555555555556,2
256,4,2048,4,0.1,0.001,0.01,32,0.03846153846153846,0.15555555555555556,3
512,8,1024,4,0.3,0.001,0.001,64,0.03846153846153846,0.15555555555555556,2
512,8,1024,4,0.3,0.001,0.001,32,0.03846153846153846,0.15555555555555556,3
512,8,1024,4,0.3,0.001,0.01,64,0.03846153846153846,0.15555555555555556,2
512,8,1024,4,0.3,0.001,0.01,32,0.03846153846153846,0.15555555555555556,3
256,4,2048,4,0.3,0.001,0.001,64,0.03846153846153846,0.15555555555555556,2
256,4,2048,4,0.1,0.001,0.001,64,0.03846153846153846,0.15555555555555556,2
512,8,2048,2,0.3,0.001,0.01,32,0.03846153846153846,0.15555555555555556,4
512,8,2048,2,0.3,0.001,0.01,64,0.03846153846153846,0.15555555555555556,1
512,8,2048,2,0.3,0.001,0.001,64,0.03846153846153846,0.15555555555555556,1
256,4,2048,4,0.1,0.001,0.001,32,0.03846153846153846,0.15555555555555556,3
512,8,2048,2,0.1,0.001,0.01,64,0.03846153846153846,0.15555555555555556,3
512,8,2048,2,0.1,0.001,0.001,32,0.03846153846153846,0.15555555555555556,2
512,8,2048,2,0.1,0.001,0.001,64,0.03846153846153846,0.15555555555555556,2
512,8,2048,2,0.1,0.001,0.01,32,0.03846153846153846,0.15555555555555556,3
256,4,2048,2,0.3,0.001,0.01,32,0.03846153846153846,0.15555555555555556,3
256,4,2048,2,0.1,0.001,0.001,64,0.03846153846153846,0.15555555555555556,3
256,4,2048,2,0.1,0.001,0.001,32,0.03846153846153846,0.15555555555555556,3
256,4,2048,2,0.1,0.001,0.01,32,0.03846153846153846,0.15555555555555556,2
512,8,2048,2,0.3,0.001,0.001,32,0.03846153846153846,0.15555555555555556,3
256,4,2048,2,0.3,0.001,0.001,32,0.03846153846153846,0.15555555555555556,3
256,4,1024,4,0.3,0.001,0.01,32,0.03846153846153846,0.15555555555555556,3
256,4,2048,2,0.3,0.001,0.01,64,0.03846153846153846,0.15555555555555556,3
256,4,1024,4,0.1,0.001,0.01,32,0.03846153846153846,0.15555555555555556,3
256,4,1024,4,0.3,0.001,0.001,32,0.03846153846153846,0.15555555555555556,2
256,4,1024,4,0.1,0.001,0.001,64,0.03846153846153846,0.15555555555555556,3
256,4,1024,4,0.1,0.001,0.001,32,0.03846153846153846,0.15555555555555556,3
512,8,2048,4,0.1,0.001,0.01,32,0.03846153846153846,0.15555555555555556,1
512,8,2048,4,0.1,0.001,0.01,64,0.03846153846153846,0.15555555555555556,3
512,8,2048,4,0.1,0.001,0.001,32,0.03846153846153846,0.15555555555555556,2
512,8,2048,4,0.1,0.001,0.001,64,0.03846153846153846,0.15555555555555556,3
